TransactionDate,Description,DebitAmount,CreditAmount,Balance
2039-05-14,INWARD REMITTANCE,,40369.43,44502606.45
2039-05-16,NEFT TRANSFER,,28911.54,44531517.99
2039-05-18,EMI DEBIT,10014.37,,44521503.62
2039-05-19,INWARD REMITTANCE,,3749.49,44525253.11
2039-05-20,CASH DEPOSIT,,20388.83,44545641.94
2039-05-20,INWARD REMITTANCE,,36634.67,44582276.61
2039-05-20,INWARD REMITTANCE,,36572.84,44618849.45
2039-05-22,CASH DEPOSIT,,45700.84,44664550.29
2039-05-22,CASH DEPOSIT,,43680.07,44708230.36
2039-05-23,INWARD REMITTANCE,,1678.25,44709908.61
2039-05-24,UTILITY BILL,2906.42,,44707002.19
2039-05-24,INWARD REMITTANCE,,8865.31,44715867.50
2039-05-25,INWARD REMITTANCE,,37436.24,44753303.74
2039-05-25,EMI DEBIT,15239.96,,44738063.78
2039-05-26,CASH DEPOSIT,,11337.29,44749401.07
2039-05-27,IMPS TRANSFER,16258.42,,44733142.65
2039-05-27,NEFT TRANSFER,,8144.88,44741287.53
2039-05-27,EMI DEBIT,12460.61,,44728826.92
2039-05-27,REFUND,,972.18,44729799.10
2039-05-27,CASH DEPOSIT,,28592.95,44758392.05
2039-05-28,NEFT TRANSFER,,37529.91,44795921.96
2039-05-30,REFUND,,5374.63,44801296.59
2039-06-01,INWARD REMITTANCE,,43650.83,44844947.42
2039-06-01,REFUND,,43358.89,44888306.31
2039-06-03,IMPS TRANSFER,5696.20,,44882610.11
2039-06-05,SALARY,,14364.03,44896974.14
2039-06-07,INWARD REMITTANCE,,3639.60,44900613.74
2039-06-07,ATM WITHDRAWAL,4067.24,,44896546.50
2039-06-07,IMPS TRANSFER,10146.85,,44886399.65
2039-06-07,ATM WITHDRAWAL,12708.63,,44873691.02
2039-06-08,NEFT TRANSFER,,25850.75,44899541.77
2039-06-10,SALARY,,8868.02,44908409.79
2039-06-11,POS PURCHASE,8774.72,,44899635.07
2039-06-11,INWARD REMITTANCE,,32897.98,44932533.05
2039-06-13,UTILITY BILL,4858.62,,44927674.43
2039-06-13,INWARD REMITTANCE,,19543.41,44947217.84
2039-06-13,SALARY,,41456.32,44988674.16
2039-06-13,UTILITY BILL,12038.01,,44976636.15
2039-06-13,IMPS TRANSFER,3612.44,,44973023.71
2039-06-14,IMPS TRANSFER,9236.65,,44963787.06
2039-06-16,ATM WITHDRAWAL,10419.42,,44953367.64
2039-06-17,ATM WITHDRAWAL,17233.71,,44936133.93
2039-06-19,SALARY,,30939.91,44967073.84
2039-06-19,INWARD REMITTANCE,,399.79,44967473.63
2039-06-20,NEFT TRANSFER,,47510.84,45014984.47
2039-06-20,UTILITY BILL,12233.56,,45002750.91
2039-06-22,SALARY,,2419.22,45005170.13
2039-06-22,SALARY,,28695.97,45033866.10
2039-06-24,IMPS TRANSFER,19509.61,,45014356.49
2039-06-26,EMI DEBIT,1384.91,,45012971.58
2039-06-28,UTILITY BILL,7121.33,,45005850.25
2039-06-29,CASH DEPOSIT,,17098.57,45022948.82
2039-06-29,EMI DEBIT,1205.71,,45021743.11
2039-06-30,IMPS TRANSFER,12772.75,,45008970.36
2039-07-02,UTILITY BILL,7029.22,,45001941.14
2039-07-02,INWARD REMITTANCE,,20471.92,45022413.06
2039-07-04,POS PURCHASE,8338.12,,45014074.94
2039-07-04,IMPS TRANSFER,4422.15,,45009652.79
2039-07-05,CASH DEPOSIT,,34694.98,45044347.77
2039-07-05,REFUND,,1789.67,45046137.44
2039-07-06,UTILITY BILL,2782.56,,45043354.88
2039-07-06,POS PURCHASE,18275.35,,45025079.53
2039-07-07,CASH DEPOSIT,,16412.84,45041492.37
2039-07-07,INWARD REMITTANCE,,26798.18,45068290.55
2039-07-08,NEFT TRANSFER,,16302.75,45084593.30
2039-07-10,NEFT TRANSFER,,7329.54,45091922.84
2039-07-12,IMPS TRANSFER,5057.70,,45086865.14
2039-07-13,SALARY,,21566.00,45108431.14
2039-07-15,IMPS TRANSFER,13992.15,,45094438.99
2039-07-16,NEFT TRANSFER,,42653.48,45137092.47
2039-07-17,POS PURCHASE,18490.28,,45118602.19
2039-07-18,IMPS TRANSFER,19470.34,,45099131.85
2039-07-19,NEFT TRANSFER,,42152.32,45141284.17
2039-07-20,EMI DEBIT,5354.70,,45135929.47
2039-07-22,POS PURCHASE,15473.26,,45120456.21
2039-07-23,EMI DEBIT,11314.64,,45109141.57
2039-07-25,SALARY,,37712.49,45146854.06
2039-07-25,INWARD REMITTANCE,,20863.21,45167717.27
2039-07-25,POS PURCHASE,1049.44,,45166667.83
2039-07-27,EMI DEBIT,10842.17,,45155825.66
2039-07-27,UTILITY BILL,5546.08,,45150279.58
2039-07-27,REFUND,,24029.06,45174308.64
2039-07-27,CASH DEPOSIT,,4104.17,45178412.81
2039-07-27,UTILITY BILL,14388.59,,45164024.22
2039-07-28,POS PURCHASE,11309.40,,45152714.82
2039-07-30,CASH DEPOSIT,,33000.31,45185715.13
2039-07-31,EMI DEBIT,18448.49,,45167266.64
2039-08-01,IMPS TRANSFER,17261.61,,45150005.03
2039-08-01,POS PURCHASE,7579.98,,45142425.05
2039-08-01,IMPS TRANSFER,6076.73,,45136348.32
2039-08-03,UTILITY BILL,18989.68,,45117358.64
2039-08-05,INWARD REMITTANCE,,41715.35,45159073.99
2039-08-06,ATM WITHDRAWAL,6929.86,,45152144.13
2039-08-08,REFUND,,20270.37,45172414.50
2039-08-08,ATM WITHDRAWAL,2837.97,,45169576.53
2039-08-10,SALARY,,24830.90,45194407.43
2039-08-10,CASH DEPOSIT,,37681.03,45232088.46
2039-08-12,SALARY,,12836.18,45244924.64
2039-08-12,SALARY,,2617.62,45247542.26
2039-08-12,IMPS TRANSFER,10309.12,,45237233.14
2039-08-12,ATM WITHDRAWAL,6489.08,,45230744.06
2039-08-14,EMI DEBIT,1917.98,,45228826.08
2039-08-15,SALARY,,18204.36,45247030.44
2039-08-15,SALARY,,13641.28,45260671.72
2039-08-16,IMPS TRANSFER,18066.78,,45242604.94
2039-08-16,UTILITY BILL,15844.49,,45226760.45
2039-08-16,ATM WITHDRAWAL,4751.77,,45222008.68
2039-08-18,SALARY,,33492.81,45255501.49
2039-08-18,POS PURCHASE,6578.05,,45248923.44
2039-08-19,POS PURCHASE,19879.43,,45229044.01
2039-08-20,NEFT TRANSFER,,41063.16,45270107.17
2039-08-21,INWARD REMITTANCE,,4582.95,45274690.12
2039-08-23,IMPS TRANSFER,11574.75,,45263115.37
2039-08-23,CASH DEPOSIT,,28316.89,45291432.26
2039-08-25,SALARY,,10786.31,45302218.57
2039-08-26,CASH DEPOSIT,,33929.50,45336148.07
2039-08-26,CASH DEPOSIT,,25201.03,45361349.10
2039-08-27,SALARY,,5416.74,45366765.84
2039-08-29,REFUND,,34264.00,45401029.84
2039-08-30,ATM WITHDRAWAL,15505.02,,45385524.82
2039-09-01,INWARD REMITTANCE,,1130.92,45386655.74
2039-09-02,POS PURCHASE,97.30,,45386558.44
2039-09-04,UTILITY BILL,7083.92,,45379474.52
2039-09-05,REFUND,,44121.01,45423595.53
2039-09-05,IMPS TRANSFER,11323.33,,45412272.20
2039-09-07,SALARY,,17616.35,45429888.55
2039-09-08,SALARY,,24653.85,45454542.40
2039-09-10,NEFT TRANSFER,,44165.98,45498708.38
2039-09-12,POS PURCHASE,18883.86,,45479824.52
2039-09-12,SALARY,,22956.51,45502781.03
2039-09-12,IMPS TRANSFER,7786.29,,45494994.74
2039-09-14,UTILITY BILL,14187.63,,45480807.11
2039-09-16,NEFT TRANSFER,,32705.21,45513512.32
2039-09-17,INWARD REMITTANCE,,4277.72,45517790.04
2039-09-17,ATM WITHDRAWAL,17268.63,,45500521.41
2039-09-17,SALARY,,14978.75,45515500.16
2039-09-19,EMI DEBIT,14841.26,,45500658.90
2039-09-20,POS PURCHASE,15851.83,,45484807.07
2039-09-21,NEFT TRANSFER,,44429.48,45529236.55
2039-09-21,NEFT TRANSFER,,1492.28,45530728.83
2039-09-21,SALARY,,13277.37,45544006.20
2039-09-22,UTILITY BILL,5325.70,,45538680.50
2039-09-22,CASH DEPOSIT,,12566.47,45551246.97
2039-09-22,SALARY,,37910.87,45589157.84
2039-09-22,NEFT TRANSFER,,24548.13,45613705.97
2039-09-23,NEFT TRANSFER,,18864.59,45632570.56
2039-09-23,REFUND,,31882.01,45664452.57
2039-09-24,NEFT TRANSFER,,30367.13,45694819.70
2039-09-24,SALARY,,47534.20,45742353.90
2039-09-24,UTILITY BILL,11189.73,,45731164.17
2039-09-24,SALARY,,28806.52,45759970.69
2039-09-25,POS PURCHASE,7370.72,,45752599.97
2039-09-26,EMI DEBIT,14702.35,,45737897.62
2039-09-26,INWARD REMITTANCE,,8283.59,45746181.21
2039-09-26,SALARY,,30811.92,45776993.13
2039-09-27,SALARY,,8347.16,45785340.29
2039-09-28,ATM WITHDRAWAL,15736.78,,45769603.51
2039-09-30,SALARY,,13075.65,45782679.16
2039-10-02,REFUND,,18009.23,45800688.39
2039-10-02,NEFT TRANSFER,,14321.42,45815009.81
2039-10-02,UTILITY BILL,14126.65,,45800883.16
2039-10-03,SALARY,,38418.93,45839302.09
2039-10-04,IMPS TRANSFER,15852.96,,45823449.13
2039-10-05,IMPS TRANSFER,6021.92,,45817427.21
2039-10-05,CASH DEPOSIT,,25978.84,45843406.05
2039-10-07,EMI DEBIT,15693.57,,45827712.48
2039-10-07,UTILITY BILL,3700.49,,45824011.99
2039-10-09,CASH DEPOSIT,,41290.78,45865302.77
2039-10-09,NEFT TRANSFER,,12806.32,45878109.09
2039-10-09,EMI DEBIT,15975.61,,45862133.48
2039-10-09,IMPS TRANSFER,4840.67,,45857292.81
2039-10-09,POS PURCHASE,5620.72,,45851672.09
2039-10-11,REFUND,,2612.77,45854284.86
2039-10-11,EMI DEBIT,17687.02,,45836597.84
2039-10-12,ATM WITHDRAWAL,3171.64,,45833426.20
2039-10-14,INWARD REMITTANCE,,48511.09,45881937.29
2039-10-14,INWARD REMITTANCE,,8539.39,45890476.68
2039-10-16,SALARY,,33724.79,45924201.47
2039-10-18,CASH DEPOSIT,,29499.46,45953700.93
2039-10-18,UTILITY BILL,17279.06,,45936421.87
2039-10-20,SALARY,,42547.49,45978969.36
2039-10-22,IMPS TRANSFER,18648.99,,45960320.37
2039-10-22,UTILITY BILL,15400.79,,45944919.58
2039-10-23,ATM WITHDRAWAL,9729.09,,45935190.49
2039-10-23,INWARD REMITTANCE,,24773.84,45959964.33
2039-10-25,CASH DEPOSIT,,33655.95,45993620.28
2039-10-27,CASH DEPOSIT,,42169.78,46035790.06
2039-10-28,REFUND,,47006.80,46082796.86
2039-10-28,IMPS TRANSFER,13899.19,,46068897.67
2039-10-28,CASH DEPOSIT,,34650.03,46103547.70
2039-10-30,SALARY,,24168.43,46127716.13
2039-10-31,REFUND,,3904.82,46131620.95
2039-11-02,NEFT TRANSFER,,23725.58,46155346.53
2039-11-04,CASH DEPOSIT,,23497.03,46178843.56
2039-11-06,SALARY,,8691.59,46187535.15
2039-11-08,REFUND,,35747.35,46223282.50
2039-11-08,EMI DEBIT,6851.62,,46216430.88
2039-11-08,INWARD REMITTANCE,,2306.38,46218737.26
2039-11-09,CASH DEPOSIT,,39840.32,46258577.58
2039-11-10,REFUND,,4854.55,46263432.13
2039-11-11,ATM WITHDRAWAL,5740.91,,46257691.22
2039-11-12,ATM WITHDRAWAL,9465.62,,46248225.60
2039-11-14,POS PURCHASE,10115.95,,46238109.65
2039-11-14,NEFT TRANSFER,,39595.68,46277705.33
2039-11-16,IMPS TRANSFER,16017.48,,46261687.85
2039-11-18,IMPS TRANSFER,18030.50,,46243657.35
2039-11-20,EMI DEBIT,5947.69,,46237709.66
2039-11-20,NEFT TRANSFER,,34886.56,46272596.22
2039-11-21,INWARD REMITTANCE,,49999.12,46322595.34
2039-11-22,CASH DEPOSIT,,45536.66,46368132.00
2039-11-24,EMI DEBIT,3730.73,,46364401.27
2039-11-26,ATM WITHDRAWAL,6446.46,,46357954.81
2039-11-28,SALARY,,7765.29,46365720.10
2039-11-28,IMPS TRANSFER,14424.00,,46351296.10
2039-11-29,UTILITY BILL,12559.11,,46338736.99
2039-11-29,SALARY,,16888.64,46355625.63
2039-11-30,REFUND,,22101.74,46377727.37
2039-12-02,IMPS TRANSFER,17118.46,,46360608.91
2039-12-03,NEFT TRANSFER,,17844.17,46378453.08
2039-12-03,INWARD REMITTANCE,,23862.89,46402315.97
2039-12-04,ATM WITHDRAWAL,12201.28,,46390114.69
2039-12-05,INWARD REMITTANCE,,47408.67,46437523.36
2039-12-07,EMI DEBIT,2839.52,,46434683.84
2039-12-08,EMI DEBIT,19801.70,,46414882.14
2039-12-08,SALARY,,12617.47,46427499.61
2039-12-09,IMPS TRANSFER,17842.83,,46409656.78
2039-12-10,REFUND,,27627.48,46437284.26
2039-12-11,EMI DEBIT,16458.37,,46420825.89
2039-12-12,IMPS TRANSFER,2277.79,,46418548.10
2039-12-13,UTILITY BILL,13113.89,,46405434.21
2039-12-13,REFUND,,26449.99,46431884.20
2039-12-13,REFUND,,35406.70,46467290.90
2039-12-13,INWARD REMITTANCE,,40984.63,46508275.53
2039-12-14,INWARD REMITTANCE,,23315.47,46531591.00
2039-12-15,SALARY,,49188.73,46580779.73
2039-12-16,ATM WITHDRAWAL,3368.37,,46577411.36
2039-12-16,INWARD REMITTANCE,,35595.75,46613007.11
2039-12-17,INWARD REMITTANCE,,8813.09,46621820.20
2039-12-19,SALARY,,47261.19,46669081.39
2039-12-21,INWARD REMITTANCE,,9709.12,46678790.51
2039-12-21,INWARD REMITTANCE,,13225.22,46692015.73
2039-12-23,CASH DEPOSIT,,20700.41,46712716.14
2039-12-25,REFUND,,16335.67,46729051.81
2039-12-27,NEFT TRANSFER,,37738.85,46766790.66
2039-12-28,CASH DEPOSIT,,47335.48,46814126.14
2039-12-29,INWARD REMITTANCE,,22059.50,46836185.64
2039-12-29,EMI DEBIT,19590.65,,46816594.99
2039-12-30,INWARD REMITTANCE,,15828.99,46832423.98
2039-12-30,SALARY,,4948.32,46837372.30
2040-01-01,IMPS TRANSFER,14359.10,,46823013.20
2040-01-03,IMPS TRANSFER,1557.68,,46821455.52
2040-01-03,NEFT TRANSFER,,37495.66,46858951.18
2040-01-04,UTILITY BILL,19274.19,,46839676.99
2040-01-06,UTILITY BILL,12217.43,,46827459.56
2040-01-07,NEFT TRANSFER,,2790.79,46830250.35
2040-01-08,IMPS TRANSFER,2991.03,,46827259.32
2040-01-08,SALARY,,16073.35,46843332.67
2040-01-09,REFUND,,42635.16,46885967.83
2040-01-10,NEFT TRANSFER,,9113.15,46895080.98
2040-01-10,NEFT TRANSFER,,21730.06,46916811.04
2040-01-12,CASH DEPOSIT,,30297.02,46947108.06
2040-01-14,UTILITY BILL,3069.20,,46944038.86
2040-01-15,SALARY,,7382.72,46951421.58
2040-01-15,EMI DEBIT,5478.97,,46945942.61
2040-01-16,ATM WITHDRAWAL,5453.57,,46940489.04
2040-01-18,CASH DEPOSIT,,34805.76,46975294.80
2040-01-19,INWARD REMITTANCE,,45445.48,47020740.28
2040-01-21,REFUND,,25467.48,47046207.76
2040-01-22,ATM WITHDRAWAL,5461.88,,47040745.88
2040-01-24,NEFT TRANSFER,,43274.77,47084020.65
2040-01-26,NEFT TRANSFER,,5463.34,47089483.99
2040-01-26,CASH DEPOSIT,,23901.29,47113385.28
2040-01-26,NEFT TRANSFER,,40880.78,47154266.06
2040-01-28,ATM WITHDRAWAL,13680.67,,47140585.39
2040-01-30,UTILITY BILL,8853.35,,47131732.04
2040-01-31,EMI DEBIT,10033.44,,47121698.60
2040-02-01,IMPS TRANSFER,8482.12,,47113216.48
2040-02-01,CASH DEPOSIT,,24595.10,47137811.58
2040-02-02,REFUND,,13714.34,47151525.92
2040-02-02,REFUND,,7292.50,47158818.42
2040-02-03,NEFT TRANSFER,,5776.67,47164595.09
2040-02-03,UTILITY BILL,13827.90,,47150767.19
2040-02-04,REFUND,,1800.76,47152567.95
2040-02-06,NEFT TRANSFER,,21883.79,47174451.74
2040-02-06,UTILITY BILL,5770.87,,47168680.87
2040-02-06,IMPS TRANSFER,13417.30,,47155263.57
2040-02-07,SALARY,,3578.92,47158842.49
2040-02-08,REFUND,,33504.08,47192346.57
2040-02-10,EMI DEBIT,2661.21,,47189685.36
2040-02-12,SALARY,,47236.32,47236921.68
2040-02-14,UTILITY BILL,12879.83,,47224041.85
2040-02-15,UTILITY BILL,150.14,,47223891.71
2040-02-17,NEFT TRANSFER,,12346.53,47236238.24
2040-02-19,CASH DEPOSIT,,9141.65,47245379.89
2040-02-19,POS PURCHASE,4953.28,,47240426.61
2040-02-19,REFUND,,44873.76,47285300.37
2040-02-21,ATM WITHDRAWAL,18831.95,,47266468.42
2040-02-22,INWARD REMITTANCE,,9726.73,47276195.15
2040-02-24,EMI DEBIT,6733.36,,47269461.79
2040-02-25,SALARY,,24177.12,47293638.91
2040-02-27,ATM WITHDRAWAL,8443.88,,47285195.03
2040-02-27,EMI DEBIT,16123.63,,47269071.40
2040-02-28,REFUND,,4517.92,47273589.32
2040-02-29,ATM WITHDRAWAL,3005.50,,47270583.82
2040-02-29,SALARY,,39254.36,47309838.18
2040-03-02,IMPS TRANSFER,5686.09,,47304152.09
2040-03-03,CASH DEPOSIT,,7317.56,47311469.65
2040-03-05,UTILITY BILL,16884.25,,47294585.40
2040-03-05,REFUND,,24614.23,47319199.63
2040-03-06,CASH DEPOSIT,,20137.53,47339337.16
2040-03-08,UTILITY BILL,5086.94,,47334250.22
2040-03-08,SALARY,,40135.43,47374385.65
2040-03-09,POS PURCHASE,2002.73,,47372382.92
2040-03-10,CASH DEPOSIT,,37192.51,47409575.43
2040-03-12,UTILITY BILL,19846.58,,47389728.85
2040-03-14,INWARD REMITTANCE,,2658.32,47392387.17
2040-03-14,INWARD REMITTANCE,,24597.23,47416984.40
2040-03-14,EMI DEBIT,2259.08,,47414725.32
2040-03-16,IMPS TRANSFER,1927.83,,47412797.49
2040-03-18,INWARD REMITTANCE,,2713.21,47415510.70
2040-03-20,EMI DEBIT,7360.00,,47408150.70
2040-03-20,UTILITY BILL,17193.09,,47390957.61
2040-03-21,SALARY,,19158.55,47410116.16
2040-03-21,EMI DEBIT,2348.40,,47407767.76
2040-03-23,ATM WITHDRAWAL,18762.09,,47389005.67
2040-03-25,EMI DEBIT,8788.78,,47380216.89
2040-03-26,EMI DEBIT,14641.71,,47365575.18
2040-03-28,EMI DEBIT,4864.83,,47360710.35
2040-03-29,CASH DEPOSIT,,33173.69,47393884.04
2040-03-31,CASH DEPOSIT,,17386.01,47411270.05
2040-04-02,IMPS TRANSFER,10564.99,,47400705.06
2040-04-03,POS PURCHASE,463.03,,47400242.03
2040-04-03,NEFT TRANSFER,,48083.79,47448325.82
2040-04-03,UTILITY BILL,16636.84,,47431688.98
2040-04-03,SALARY,,8198.94,47439887.92
2040-04-03,IMPS TRANSFER,1505.20,,47438382.72
2040-04-05,POS PURCHASE,7134.96,,47431247.76
2040-04-07,NEFT TRANSFER,,22235.20,47453482.96
2040-04-09,POS PURCHASE,14731.64,,47438751.32
2040-04-11,INWARD REMITTANCE,,35539.88,47474291.20
2040-04-12,SALARY,,49348.48,47523639.68
2040-04-12,UTILITY BILL,10906.61,,47512733.07
2040-04-12,REFUND,,40059.01,47552792.08
2040-04-13,CASH DEPOSIT,,39974.07,47592766.15
2040-04-13,REFUND,,43211.70,47635977.85
2040-04-15,POS PURCHASE,16743.77,,47619234.08
2040-04-16,INWARD REMITTANCE,,26610.58,47645844.66
2040-04-17,ATM WITHDRAWAL,11313.48,,47634531.18
2040-04-17,ATM WITHDRAWAL,6315.51,,47628215.67
2040-04-18,CASH DEPOSIT,,47970.00,47676185.67
2040-04-20,REFUND,,48274.23,47724459.90
2040-04-20,IMPS TRANSFER,19448.48,,47705011.42
2040-04-21,INWARD REMITTANCE,,7542.49,47712553.91
2040-04-23,EMI DEBIT,7243.05,,47705310.86
2040-04-24,ATM WITHDRAWAL,19586.00,,47685724.86
2040-04-25,ATM WITHDRAWAL,2001.97,,47683722.89
2040-04-25,SALARY,,809.11,47684532.00
2040-04-27,POS PURCHASE,16731.23,,47667800.77
2040-04-28,UTILITY BILL,4285.46,,47663515.31
2040-04-28,CASH DEPOSIT,,42376.98,47705892.29
2040-04-30,UTILITY BILL,8146.60,,47697745.69
2040-04-30,UTILITY BILL,5121.20,,47692624.49
2040-05-01,ATM WITHDRAWAL,13502.52,,47679121.97
2040-05-01,EMI DEBIT,11169.32,,47667952.65
2040-05-01,EMI DEBIT,17353.59,,47650599.06
2040-05-03,ATM WITHDRAWAL,6119.48,,47644479.58
2040-05-04,INWARD REMITTANCE,,17551.04,47662030.62
2040-05-04,SALARY,,24508.23,47686538.85
2040-05-04,UTILITY BILL,19262.52,,47667276.33
2040-05-05,INWARD REMITTANCE,,7232.11,47674508.44
2040-05-05,UTILITY BILL,8866.11,,47665642.33
2040-05-06,ATM WITHDRAWAL,11086.04,,47654556.29
2040-05-06,ATM WITHDRAWAL,15601.05,,47638955.24
2040-05-08,SALARY,,26386.16,47665341.40
2040-05-09,CASH DEPOSIT,,19319.12,47684660.52
2040-05-10,UTILITY BILL,16224.97,,47668435.55
2040-05-12,REFUND,,45300.06,47713735.61
2040-05-14,REFUND,,25411.00,47739146.61
2040-05-15,EMI DEBIT,15230.92,,47723915.69
2040-05-17,CASH DEPOSIT,,269.96,47724185.65
2040-05-19,UTILITY BILL,6809.88,,47717375.77
2040-05-20,SALARY,,35814.63,47753190.40
2040-05-20,CASH DEPOSIT,,2209.89,47755400.29
2040-05-20,IMPS TRANSFER,16328.94,,47739071.35
2040-05-21,SALARY,,2649.14,47741720.49
2040-05-22,REFUND,,871.17,47742591.66
2040-05-22,SALARY,,19422.48,47762014.14
2040-05-22,INWARD REMITTANCE,,31103.05,47793117.19
2040-05-24,INWARD REMITTANCE,,36804.46,47829921.65
2040-05-26,EMI DEBIT,1777.67,,47828143.98
2040-05-26,INWARD REMITTANCE,,2610.00,47830753.98
2040-05-26,UTILITY BILL,14034.48,,47816719.50
2040-05-27,IMPS TRANSFER,14927.84,,47801791.66
2040-05-29,SALARY,,26698.77,47828490.43
2040-05-30,NEFT TRANSFER,,19599.38,47848089.81
2040-05-30,CASH DEPOSIT,,10042.98,47858132.79
2040-05-31,CASH DEPOSIT,,17882.73,47876015.52
2040-05-31,UTILITY BILL,19510.51,,47856505.01
2040-06-02,SALARY,,18763.28,47875268.29
2040-06-04,NEFT TRANSFER,,20287.55,47895555.84
2040-06-06,INWARD REMITTANCE,,9728.06,47905283.90
2040-06-08,IMPS TRANSFER,10338.28,,47894945.62
2040-06-09,NEFT TRANSFER,,48135.47,47943081.09
2040-06-11,NEFT TRANSFER,,27673.33,47970754.42
2040-06-11,POS PURCHASE,13767.91,,47956986.51
2040-06-13,CASH DEPOSIT,,4480.23,47961466.74
2040-06-15,INWARD REMITTANCE,,30904.88,47992371.62
2040-06-15,INWARD REMITTANCE,,43954.72,48036326.34
2040-06-16,CASH DEPOSIT,,38302.20,48074628.54
2040-06-17,POS PURCHASE,3961.07,,48070667.47
2040-06-19,ATM WITHDRAWAL,14678.94,,48055988.53
2040-06-19,POS PURCHASE,19417.67,,48036570.86
2040-06-19,NEFT TRANSFER,,33134.25,48069705.11
2040-06-19,POS PURCHASE,15523.53,,48054181.58
2040-06-19,UTILITY BILL,4367.36,,48049814.22
2040-06-19,IMPS TRANSFER,13886.17,,48035928.05
2040-06-19,CASH DEPOSIT,,46965.69,48082893.74
2040-06-20,UTILITY BILL,15898.61,,48066995.13
2040-06-22,NEFT TRANSFER,,2232.88,48069228.01
2040-06-23,POS PURCHASE,19661.76,,48049566.25
2040-06-23,IMPS TRANSFER,13564.83,,48036001.42
2040-06-24,IMPS TRANSFER,18204.04,,48017797.38
2040-06-25,POS PURCHASE,12719.06,,48005078.32
2040-06-25,NEFT TRANSFER,,22755.87,48027834.19
2040-06-27,NEFT TRANSFER,,47402.30,48075236.49
2040-06-28,EMI DEBIT,13609.78,,48061626.71
2040-06-30,SALARY,,30092.96,48091719.67
2040-06-30,EMI DEBIT,10103.81,,48081615.86
2040-06-30,ATM WITHDRAWAL,17372.97,,48064242.89
2040-06-30,CASH DEPOSIT,,46477.53,48110720.42
2040-06-30,IMPS TRANSFER,18902.61,,48091817.81
2040-06-30,POS PURCHASE,5260.26,,48086557.55
2040-06-30,IMPS TRANSFER,12667.48,,48073890.07
2040-07-02,NEFT TRANSFER,,46818.30,48120708.37
2040-07-04,CASH DEPOSIT,,4910.67,48125619.04
2040-07-04,CASH DEPOSIT,,45279.49,48170898.53
2040-07-04,UTILITY BILL,13900.71,,48156997.82
2040-07-06,POS PURCHASE,2883.39,,48154114.43
2040-07-06,SALARY,,33402.09,48187516.52
2040-07-08,ATM WITHDRAWAL,19009.34,,48168507.18
2040-07-10,ATM WITHDRAWAL,11513.24,,48156993.94
2040-07-10,SALARY,,17892.82,48174886.76
2040-07-11,REFUND,,31435.29,48206322.05
2040-07-13,CASH DEPOSIT,,16961.81,48223283.86
2040-07-15,IMPS TRANSFER,10510.48,,48212773.38
2040-07-15,POS PURCHASE,1688.20,,48211085.18
2040-07-15,IMPS TRANSFER,8032.04,,48203053.14
2040-07-15,REFUND,,22299.80,48225352.94
2040-07-15,SALARY,,48686.68,48274039.62
2040-07-16,SALARY,,33570.25,48307609.87
2040-07-17,UTILITY BILL,1230.36,,48306379.51
2040-07-18,EMI DEBIT,19780.25,,48286599.26
2040-07-19,UTILITY BILL,9623.60,,48276975.66
2040-07-20,EMI DEBIT,878.99,,48276096.67
2040-07-21,UTILITY BILL,2741.41,,48273355.26
2040-07-23,UTILITY BILL,13551.78,,48259803.48
2040-07-23,NEFT TRANSFER,,44659.29,48304462.77
2040-07-24,ATM WITHDRAWAL,19946.96,,48284515.81
2040-07-25,NEFT TRANSFER,,4799.65,48289315.46
2040-07-26,INWARD REMITTANCE,,36682.83,48325998.29
2040-07-27,ATM WITHDRAWAL,10861.90,,48315136.39
2040-07-27,ATM WITHDRAWAL,1268.11,,48313868.28
2040-07-27,REFUND,,37478.59,48351346.87
2040-07-28,NEFT TRANSFER,,18229.09,48369575.96
2040-07-28,SALARY,,19155.19,48388731.15
2040-07-30,NEFT TRANSFER,,11546.05,48400277.20
2040-07-31,REFUND,,31144.12,48431421.32
2040-08-01,POS PURCHASE,1437.16,,48429984.16
2040-08-01,REFUND,,36141.86,48466126.02
2040-08-02,IMPS TRANSFER,18811.87,,48447314.15
2040-08-02,UTILITY BILL,101.38,,48447212.77
2040-08-04,EMI DEBIT,16764.42,,48430448.35
2040-08-04,CASH DEPOSIT,,7487.43,48437935.78
2040-08-06,IMPS TRANSFER,14905.10,,48423030.68
2040-08-06,UTILITY BILL,8669.36,,48414361.32
2040-08-08,INWARD REMITTANCE,,38890.87,48453252.19
2040-08-09,ATM WITHDRAWAL,18794.59,,48434457.60
2040-08-09,EMI DEBIT,202.12,,48434255.48
2040-08-10,IMPS TRANSFER,9854.18,,48424401.30
2040-08-11,SALARY,,25834.11,48450235.41
2040-08-13,IMPS TRANSFER,17085.33,,48433150.08
2040-08-13,INWARD REMITTANCE,,8545.57,48441695.65
2040-08-14,POS PURCHASE,3911.93,,48437783.72
2040-08-16,UTILITY BILL,17047.42,,48420736.30
2040-08-17,ATM WITHDRAWAL,11657.86,,48409078.44
2040-08-17,NEFT TRANSFER,,15392.84,48424471.28
2040-08-19,IMPS TRANSFER,16810.42,,48407660.86
